TABLE_NAME;COLUMN_NAME;DATA_TYPE
AB_BANDEIRA_SECAO;COD_BANDEIRA;NUMBER
AB_BANDEIRA_SECAO;COD_SECAO;VARCHAR2
AB_BANDEIRA_SECAO;USUARIO;VARCHAR2
AB_BANDEIRA_SECAO;DT_ATUALIZACAO;DATE
AB_BANDEIRA_SECAO;NOME_SECAO;VARCHAR2
ABECEDARIO;LETRA;VARCHAR2
ABECEDARIO;VALOR_FAIXA;NUMBER
ACCT_ADDRS;STREET;VARCHAR2
ACCT_ADDRS;SSN;NUMBER
ACCT_ADDRS;ZIP;VARCHAR2
ACCT_ADDRS;STATE;VARCHAR2
ACCT_ADDRS;CITY;VARCHAR2
ACCTS;SALUT;VARCHAR2
ACCTS;LASTNAME;VARCHAR2
ACCTS;SSN;NUMBER
ACCTS;MI;VARCHAR2
ACCTS;FIRSTNAME;VARCHAR2
ACCTS;INV_ADVISER;VARCHAR2
ACCTS;PCT_VESTED;NUMBER
ACCTS;PCT_DEFERRAL;NUMBER
ACESSO_SSO;SEQ;VARCHAR2
ACESSO_SSO;USUARIO;VARCHAR2
ACIDENTE_TIPO;USUARIO;VARCHAR2
ACIDENTE_TIPO;DESCRICAO;VARCHAR2
ACIDENTE_TIPO;DT_ATUALIZACAO;DATE
ACIDENTE_TIPO;COD_ACIDENTE_TIPO;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;DT_ATUALIZACAO;DATE
ACID_TESTEMUNHA_EXTERNA;USUARIO;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;DEPOIMENTO_TESTEMUNHA;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;TELEFONE;NUMBER
ACID_TESTEMUNHA_EXTERNA;COMPLEMENTO_CEP;NUMBER
ACID_TESTEMUNHA_EXTERNA;CEP;NUMBER
ACID_TESTEMUNHA_EXTERNA;UF;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;CIDADE;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;BAIRRO;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;COMPLEMENTO;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;NUMERO;NUMBER
ACID_TESTEMUNHA_EXTERNA;ENDERECO;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;NOME;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;COD_EMPRESA;NUMBER
ACID_TESTEMUNHA_EXTERNA;COD_ANALISE_ACIDENTE;VARCHAR2
ACID_TESTEMUNHA_EXTERNA;DDD;VARCHAR2
ACM_VF1;DATA_RETENCAO;DATE
ACM_VF1;DATA_REF;DATE
ACM_VF1;NOME;VARCHAR2
ACM_VF1;DC_MATRICULA;NUMBER
ACM_VF1;MATRICULA;NUMBER
ACM_VF1;COD_EMPRESA;NUMBER
ACM_V01;DATA_REF;DATE
ACM_V01;COD_EMPRESA;NUMBER
ACM_V01;COD_OCORR;NUMBER
ACM_V01;NOME;VARCHAR2
ACM_V01;DATA_RETENCAO;DATE
ACM_V01;DC_OCORR;NUMBER
ADIANT_RODRIGO1;FAIXA;NUMBER
ADIANT_RODRIGO1;VALOR;NUMBER
ADIANT_RODRIGO1;MIN_FERIAS;NUMBER
ADIANT_RODRIGO1;DT_INIC_VAL;DATE
ADIANT_RODRIGO1;DT_FIN_VAL;DATE
ADIANT_RODRIGO1;USUARIO;VARCHAR2
ADIANT_RODRIGO1;DT_ULT_ATLZ;DATE
ADIANT_RODRIGO1;DATA_RETENCAO;DATE
ADIANT_RODRIGO1;CD_NIVEL;NUMBER
ADIANT_RODRIGO1;COD_EMPRESA;NUMBER
ADIANT_RODRIGO1;MATRICULA;NUMBER
ADIANT_RODRIGO1;DC_MATRICULA;NUMBER
ADIANT_RODRIGO1;DATA_REF;DATE
ADIANT_RODRIGO1;COD_OCORR;NUMBER
ADIANT_RODRIGO1;DC_OCORR;NUMBER
ADIANT_RODRIGO1;UNIDADE1;NUMBER
ADIANT_RODRIGO1;UNIDADE2;NUMBER
ADIANT_RODRIGO1;HORAS_FERIAS;NUMBER
AE;DT_ATUALIZACAO;DATE
AE;DT_FIM_VAL;DATE
AE;DT_INIC_VAL;DATE
AE;IND_JORN_DIF;CHAR
AE;COD_OCORR;NUMBER
AE;USUARIO;VARCHAR2
AE;COD_CARGO;VARCHAR2
AE;COD_CCUSTO;NUMBER
AE;COD_EMPRESA;NUMBER
AE;COD_SEQ;NUMBER
AE;VLR_VALOR;NUMBER
AET;GRAU_RISCO;VARCHAR2
AET;RESPONSAVEL_RH;VARCHAR2
AET;CARGO_RESP_RH;VARCHAR2
AET;RESP_ELABORACAO1;VARCHAR2
AET;CARGO_RESP_ELABOR1;VARCHAR2
AET;NUM_DOC_RESP_ELABOR1;VARCHAR2
AET;RESP_ELABORACAO2;VARCHAR2
AET;CARGO_RESP_ELABOR2;VARCHAR2
AET;NUM_DOC_RESP_ELABOR2;VARCHAR2
AET;DDD_CONT_SESMT;VARCHAR2
AET;TELEFONE_CONT_SESMT;NUMBER
AET;JORNADA_MENSAL;NUMBER
AET;CONCLUIDO;CHAR
AET;USUARIO;VARCHAR2
AET;COD_MOD_AET;NUMBER
AET;QTD_FUNC;NUMBER
AET;PERIODICIDADE;NUMBER
AET;DT_ATUALIZACAO;DATE
AET;DT_INICIO_AET;DATE
AET;CNAE;VARCHAR2
AET;COD_FILIAL;NUMBER
AET;COD_EMPRESA;NUMBER
AET;COD_TIPO_AET;NUMBER
AET;DESCRICAO;VARCHAR2
AET;COD_AET;VARCHAR2
AET;DT_FIM_AET;DATE
AET_ANALISE_QUALITATIVA;NM_CARGO;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_LOCALIZACAO;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_RISCO;VARCHAR2
AET_ANALISE_QUALITATIVA;NM_RISCO;VARCHAR2
AET_ANALISE_QUALITATIVA;TIPO_RISCO;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_EXPOSICAO;VARCHAR2
AET_ANALISE_QUALITATIVA;NM_EXPOSICAO;VARCHAR2
AET_ANALISE_QUALITATIVA;JORNADA_MENSAL;NUMBER
AET_ANALISE_QUALITATIVA;QTD_FUNC;NUMBER
AET_ANALISE_QUALITATIVA;AMBIENTE;VARCHAR2
AET_ANALISE_QUALITATIVA;TAREFA_PRINCIPAL;VARCHAR2
AET_ANALISE_QUALITATIVA;ELEM_ORIENT;VARCHAR2
AET_ANALISE_QUALITATIVA;FONTE_GERADORA;VARCHAR2
AET_ANALISE_QUALITATIVA;MEDIDA_DE_ACAO;VARCHAR2
AET_ANALISE_QUALITATIVA;ACOES_NECESSARIAS;VARCHAR2
AET_ANALISE_QUALITATIVA;MEDICAO;NUMBER
AET_ANALISE_QUALITATIVA;NIVEL_TOLERANCIA;VARCHAR2
AET_ANALISE_QUALITATIVA;CONCLUSAO;VARCHAR2
AET_ANALISE_QUALITATIVA;UNIDADE_MEDIDA;VARCHAR2
AET_ANALISE_QUALITATIVA;EFEITO;VARCHAR2
AET_ANALISE_QUALITATIVA;NOME_FANTASIA;VARCHAR2
AET_ANALISE_QUALITATIVA;DADOS_ATUALIZACAO;VARCHAR2
AET_ANALISE_QUALITATIVA;DT_ATUALIZACAO;DATE
AET_ANALISE_QUALITATIVA;USUARIO;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_MOD_AET;NUMBER
AET_ANALISE_QUALITATIVA;COD_RESULT_MATRIZ;NUMBER
AET_ANALISE_QUALITATIVA;TIPO_AVALIACAO;VARCHAR2
AET_ANALISE_QUALITATIVA;ENQUADRA;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_CCUSTO;NUMBER
AET_ANALISE_QUALITATIVA;NM_CCUSTO;VARCHAR2
AET_ANALISE_QUALITATIVA;FUNCAO;VARCHAR2
AET_ANALISE_QUALITATIVA;NM_FUNCAO;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_AET;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_EMPRESA;NUMBER
AET_ANALISE_QUALITATIVA;NM_EMPRESA;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_FILIAL;NUMBER
AET_ANALISE_QUALITATIVA;NM_FILIAL;VARCHAR2
AET_ANALISE_QUALITATIVA;COD_CARGO;VARCHAR2
AET_SUMARIO;COD_AET;VARCHAR2
AET_SUMARIO;COD_MODELO;NUMBER
AET_SUMARIO;COD_TOPICO;NUMBER
AET_SUMARIO;NOME_TOPICO;VARCHAR2
AET_SUMARIO;DT_ATUALIZACAO;DATE
AET_SUMARIO;SEQUENCIA;NUMBER
AET_SUMARIO;NUM_PAGINA;NUMBER
AET_SUMARIO;USUARIO;VARCHAR2
AET_SUMARIO;TIPO_TOPICO;VARCHAR2
AG_CAUSADOR_ACID_TRAB_ES;USUARIO;VARCHAR2
AG_CAUSADOR_ACID_TRAB_ES;DESCRICAO;VARCHAR2
AG_CAUSADOR_ACID_TRAB_ES;CODIGO;NUMBER
AG_CAUSADOR_ACID_TRAB_ES;DT_ATUALIZACAO;DATE
AG_CAUSADOR_DOENCA_PROF_ES;USUARIO;VARCHAR2
AG_CAUSADOR_DOENCA_PROF_ES;DESCRICAO;VARCHAR2
AG_CAUSADOR_DOENCA_PROF_ES;CODIGO;NUMBER
AG_CAUSADOR_DOENCA_PROF_ES;DT_ATUALIZACAO;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_DT_ATUALIZACAO_INI;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_DT_ATUALIZACAO_FIM;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_COD_EMPRESA;NUMBER
AGENDA_ENVIOS_ESOCIAL;DT_EXECUCAO;DATE
AGENDA_ENVIOS_ESOCIAL;USUARIO;VARCHAR2
AGENDA_ENVIOS_ESOCIAL;DT_ATUALIZACAO;DATE
AGENDA_ENVIOS_ESOCIAL;DT_PREVISTA;DATE
AGENDA_ENVIOS_ESOCIAL;NUM_SEQ_PAR_ENV_ESOCIAL;NUMBER
AGENDA_ENVIOS_ESOCIAL;NUM_SEQ_AGENDA_ESOCIAL;NUMBER
AGENDA_ENVIOS_ESOCIAL;ENVIA_DESLIGADO;VARCHAR2
AGENDA_ENVIOS_ESOCIAL;PAR_PERAPUR;VARCHAR2
AGENDA_ENVIOS_ESOCIAL;PAR_INDAPURACAO;NUMBER
AGENDA_ENVIOS_ESOCIAL;PAR_DT_DEMISSAO_FIM;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_DT_DEMISSAO_INI;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_DT_INI_AFASTAMENTO;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_TIPO_AFASTAMENTO;VARCHAR2
AGENDA_ENVIOS_ESOCIAL;PAR_TIPO_ARQUIVO;VARCHAR2
AGENDA_ENVIOS_ESOCIAL;PAR_DT_ADMISSAO_FIM;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_DT_ADMISSAO_INI;DATE
AGENDA_ENVIOS_ESOCIAL;PAR_COD_FILIAL_FIM;NUMBER
AGENDA_ENVIOS_ESOCIAL;PAR_COD_FILIAL_INI;NUMBER
AGENDA_ENVIOS_ESOCIAL;PAR_COD_LAYOUT;VARCHAR2
AGENDA_RH;HISTORICO;VARCHAR2
AGENDA_RH;DT_PROX_CONTATO;DATE
AGENDA_RH;STATUS;VARCHAR2
AGENDA_RH;DATA_INIC_IMPL;VARCHAR2
AGENDA_RH;SOFTWARE_ATUAL;VARCHAR2
AGENDA_RH;EMAIL_DIR;VARCHAR2
AGENDA_RH;NOME_DIRETOR;VARCHAR2
AGENDA_RH;EMAIL_PRES;VARCHAR2
AGENDA_RH;NOME_PRESIDENTE;VARCHAR2
AGENDA_RH;CARGO_2;VARCHAR2
AGENDA_RH;EMAIL_OUTROS_2;VARCHAR2
AGENDA_RH;NOME_OUTROS_2;VARCHAR2
AGENDA_RH;NOME_OUTROS_1;VARCHAR2
AGENDA_RH;EMAIL_OUTROS_1;VARCHAR2
AGENDA_RH;CARGO_1;VARCHAR2
AGENDA_RH;EMAIL_GER_INF;VARCHAR2
AGENDA_RH;NOME_GER_INF;VARCHAR2
AGENDA_RH;EMAIL_GER_RH;VARCHAR2
AGENDA_RH;NOME_GER_RH;VARCHAR2
AGENDA_RH;QTDE_FUNC;NUMBER
AGENDA_RH;TELEFONE;VARCHAR2
AGENDA_RH;DDD;NUMBER
AGENDA_RH;NUM_EMPRESA;NUMBER
AGENDA_RH;DT_ATUALIAZAO;DATE
AGENDA_RH;OPERADOR;VARCHAR2
AGENDA_RH;EMPRESA;VARCHAR2
AGENDA_RH;ENDERECO;VARCHAR2
AGENDA_RH;BAIRRO;VARCHAR2
AGENDA_RH;CIDADE;VARCHAR2
AGENDA_RH;UF;VARCHAR2
AGENDAS_MEDICOS;COD_EMPRESA;NUMBER
AGENDAS_MEDICOS;COD_PRESTR_SERV;VARCHAR2
AGENDAS_MEDICOS;TIPO_PREST_SERV;VARCHAR2
AGENDAS_MEDICOS;DATA_AGENDA;DATE
AGENDAS_MEDICOS;USUARIO;VARCHAR2
AGENDAS_MEDICOS;DT_ATUALIZACAO;DATE
AGENDAS_MEDICOS;LOCAL_ENTREVISTA;VARCHAR2
AGENDAS_MEDICOS;SALA;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;OBSERVACAO;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;BLOQUEADO;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;COD_EMPRESA_ENC_MED;NUMBER
AGENDAS_MEDICOS_HORARIOS;COD_PRESTR_SERV_ENC_MED;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;TIPO_PREST_SERV_ENC_MED;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;DATA_AGENDA_ENC_MED;DATE
AGENDAS_MEDICOS_HORARIOS;HORA_INIC_PREVISTO_ENC_MED;DATE
AGENDAS_MEDICOS_HORARIOS;ATENDE_AREA_SELECAO;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;HORA_CHEGADA;DATE
AGENDAS_MEDICOS_HORARIOS;LOCAL_ENTREVISTA;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;SENHA;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;COD_REQ;NUMBER
AGENDAS_MEDICOS_HORARIOS;COD_EMPRESA;NUMBER
AGENDAS_MEDICOS_HORARIOS;COD_PRESTR_SERV;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;TIPO_PREST_SERV;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;DATA_AGENDA;DATE
AGENDAS_MEDICOS_HORARIOS;HORA_INIC_PREVISTO;DATE
AGENDAS_MEDICOS_HORARIOS;HORA_FIM_PREVISTO;DATE
AGENDAS_MEDICOS_HORARIOS;TIPO_PACIENTE;NUMBER
AGENDAS_MEDICOS_HORARIOS;COD_PACIENTE;NUMBER
AGENDAS_MEDICOS_HORARIOS;HORA_INICIO_CONSULTA;DATE
AGENDAS_MEDICOS_HORARIOS;HORA_FIM_CONSULTA;DATE
AGENDAS_MEDICOS_HORARIOS;COD_TIPO_CONSULTA;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;COMPARECEU;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;REALIZOU;VARCHAR2
AGENDAS_MEDICOS_HORARIOS;DT_ATUALIZACAO;DATE
AGENDAS_MEDICOS_HORARIOS;USUARIO;VARCHAR2
AGENTE_LESAO;COD_AGENTE_LESAO;VARCHAR2
AGENTE_LESAO;USUARIO;VARCHAR2
AGENTE_LESAO;DT_ATUALIZACAO;DATE
AGENTE_LESAO;TABELA_ES;NUMBER
AGENTE_LESAO;DESCRICAO;VARCHAR2
AGENTE_LESAO;ATIVO;VARCHAR2
AGENTE_QUIMICO_ES;DT_ATUALIZACAO;DATE
AGENTE_QUIMICO_ES;USUARIO;VARCHAR2
AGENTE_QUIMICO_ES;DESCR_AGENTE_QUIMICO;VARCHAR2
AGENTE_QUIMICO_ES;COD_AGENTE_QUIMICO;NUMBER
AGENTE_RISCO_OCUP_ES;COD_AG_RISCO_OCUP;VARCHAR2
AGENTE_RISCO_OCUP_ES;DESCR_AG_RISCO_OCUP;VARCHAR2
AGENTE_RISCO_OCUP_ES;DT_ATUALIZACAO;DATE
AGENTE_RISCO_OCUP_ES;USUARIO;VARCHAR2
AGG_RH_SNAPSHOT;DT_CARGA;TIMESTAMP(6)
AGG_RH_SNAPSHOT;SALARIO_MEDIO;NUMBER
AGG_RH_SNAPSHOT;REMUNERACAO_MEDIA;NUMBER
AGG_RH_SNAPSHOT;DESLIGAMENTOS;NUMBER
AGG_RH_SNAPSHOT;ADMISSOES;NUMBER
AGG_RH_SNAPSHOT;HEADCOUNT;NUMBER
AGG_RH_SNAPSHOT;COD_SITUACAO_FUNCIONAL;VARCHAR2
AGG_RH_SNAPSHOT;FAIXA_IDADE;VARCHAR2
AGG_RH_SNAPSHOT;SEXO;VARCHAR2
AGG_RH_SNAPSHOT;COD_UNIDADE_ADM;VARCHAR2
AGG_RH_SNAPSHOT;COD_CARGO;VARCHAR2
AGG_RH_SNAPSHOT;COD_CENTRO_CUSTO;VARCHAR2
AGG_RH_SNAPSHOT;COD_FILIAL;VARCHAR2
AGG_RH_SNAPSHOT;COD_EMPRESA;VARCHAR2
AGG_RH_SNAPSHOT;SNAPSHOT_DATE;DATE
AGG_RH_SNAPSHOT;GRP_LEVEL;VARCHAR2
AGRUPAMENTO_QUESTOES;COD_GRUPO_QUESTAO;NUMBER
AGRUPAMENTO_QUESTOES;DESCRICAO;VARCHAR2
AGRUPAMENTO_QUESTOES;USUARIO;VARCHAR2
AGRUPAMENTO_QUESTOES;DT_ATUALIZACAO;DATE
AI_AGENT_LOG;ID;NUMBER
AI_AGENT_LOG;DT;TIMESTAMP(6)
AI_AGENT_LOG;SESSION_ID;NUMBER
AI_AGENT_LOG;USUARIO;VARCHAR2
AI_AGENT_LOG;COD_EMPRESA;NUMBER
AI_AGENT_LOG;MATRICULA;NUMBER
AI_AGENT_LOG;ERRO_MSG;VARCHAR2
AI_AGENT_LOG;PERGUNTA;CLOB
AI_AGENT_LOG;QTD_ITERACOES;NUMBER
AI_AGENT_LOG;PASSOS_JSON;CLOB
AI_AGENT_LOG;RESPOSTA;CLOB
AI_AGENT_LOG;STATUS;VARCHAR2
AI_AGENT_LOG;SERVICO_LLM;VARCHAR2
AI_CHATBOT_RAG;SUB_CATEGORIA;VARCHAR2
AI_CHATBOT_RAG;CATEGORIA;VARCHAR2
AI_CHATBOT_RAG;ID;NUMBER
AI_CHATBOT_RAG;TITULO;VARCHAR2
AI_CHATBOT_RAG;TEXTO;CLOB
AI_CHATBOT_RAG;CHAVE_REGISTRO;VARCHAR2
AI_CHATBOT_RAG;USUARIO;VARCHAR2
AI_CHATBOT_RAG;ID_CHUNK;NUMBER
AI_CHATBOT_RAG;EMBEDDING;CLOB
AI_CHATBOT_RAG;DT_ATUALIZACAO;DATE
AI_CHAT_FILES;CREATED_AT;TIMESTAMP(6)
AI_CHAT_FILES;MIME_TYPE;VARCHAR2
AI_CHAT_FILES;FILE_NAME;VARCHAR2
AI_CHAT_FILES;FILE_SEQ;NUMBER
AI_CHAT_FILES;MSG_SEQ;NUMBER
AI_CHAT_FILES;SESSION_ID;VARCHAR2
AI_CHAT_FILES;CONTENT;BLOB
AI_CONVERSA;CRIADO_EM;TIMESTAMP(6)
AI_CONVERSA;SYSTEM_PROMPT;CLOB
AI_CONVERSA;TITULO;VARCHAR2
AI_CONVERSA;PROVIDER;VARCHAR2
AI_CONVERSA;ID;NUMBER
AI_CONVERSA;CRIADO_POR;VARCHAR2
AI_DOCEX_LOG;ID;NUMBER
AI_DOCEX_LOG;DT;TIMESTAMP(6)
AI_DOCEX_LOG;TIPO;VARCHAR2
AI_DOCEX_LOG;TIPO_DOC;VARCHAR2
AI_DOCEX_LOG;USUARIO;VARCHAR2
AI_DOCEX_LOG;ERRO_MSG;VARCHAR2
AI_DOCEX_LOG;SERVICO_LLM;VARCHAR2
AI_DOCEX_LOG;VALIDO;CHAR
AI_DOCEX_LOG;ALERTAS;VARCHAR2
AI_DOCEX_LOG;JSON_RESULT;CLOB
AI_DOCEX_LOG;ARQUIVO_NOME;VARCHAR2
AI_IR_ARQ_LOG;REGION_STATIC_ID;VARCHAR2
AI_IR_ARQ_LOG;OBSERVACAO;VARCHAR2
AI_IR_ARQ_LOG;STATUS;VARCHAR2
AI_IR_ARQ_LOG;USER_PROMPT_AUX;CLOB
AI_IR_ARQ_LOG;USER_PROMPT;CLOB
AI_IR_ARQ_LOG;SYS_PROMPT;CLOB
AI_IR_ARQ_LOG;ARQ_RESULT;CLOB
AI_IR_ARQ_LOG;IR_VIEW_MODE;VARCHAR2
AI_IR_ARQ_LOG;IR_REPORT_ID;NUMBER
AI_IR_ARQ_LOG;DT_LOG;DATE
AI_IR_ARQ_LOG;SESSION_ID;NUMBER
AI_IR_ARQ_LOG;ID;NUMBER
AI_IR_ARQ_LOG;APP_ID;NUMBER
AI_IR_ARQ_LOG;PAGE_ID;NUMBER
AI_IR_ARQ_LOG;REGION_ID;NUMBER
AI_IR_ARQ_LOG;SERVICO;VARCHAR2
AI_IR_ARQ_LOG;REGION_NAME;VARCHAR2
AI_IR_ARQ_LOG;APP_USER;VARCHAR2
AI_IR_ARQ_LOG;COD_EMPRESA;NUMBER
AI_IR_ARQ_LOG;MATRICULA;NUMBER
AI_IR_DADOS_LOG;STATUS;VARCHAR2
AI_IR_DADOS_LOG;CSV;CLOB
AI_IR_DADOS_LOG;TOTAL_LINHAS;NUMBER
AI_IR_DADOS_LOG;SESSION_ID;VARCHAR2
AI_IR_DADOS_LOG;APP_USER;VARCHAR2
AI_IR_DADOS_LOG;ID;NUMBER
AI_IR_DADOS_LOG;REGION_ID;NUMBER
AI_IR_DADOS_LOG;PAGE_ID;NUMBER
AI_IR_DADOS_LOG;APP_ID;NUMBER
AI_IR_DADOS_LOG;CRIADO_EM;TIMESTAMP(6)
AI_IR_DADOS_LOG;IR_REPORT_ID;NUMBER
AI_LOG;ID;NUMBER
AI_LOG;TEXTO;CLOB
AI_LOG;ORIGEM;VARCHAR2
AI_LOG;DT;TIMESTAMP(6)
AI_MENSAGEM;ID;NUMBER
AI_MENSAGEM;CONVERSA_ID;NUMBER
AI_MENSAGEM;ROLE;VARCHAR2
AI_MENSAGEM;CONTENT;CLOB
AI_MENSAGEM;TOKENS_IN;NUMBER
AI_MENSAGEM;TOKENS_OUT;NUMBER
AI_MENSAGEM;CRIADO_EM;TIMESTAMP(6)
AI_MESSAGES_HISTORY;CONTENT_FILE;CLOB
AI_MESSAGES_HISTORY;ARQUIVO;BLOB
AI_MESSAGES_HISTORY;QUERY_RESPONSE;CLOB
AI_MESSAGES_HISTORY;CONTENT_ADICIONAL;CLOB
AI_MESSAGES_HISTORY;CONTENT;CLOB
AI_MESSAGES_HISTORY;DT_ATUALIZACAO;DATE
AI_MESSAGES_HISTORY;MATRICULA;NUMBER
AI_MESSAGES_HISTORY;COD_EMPRESA;NUMBER
AI_MESSAGES_HISTORY;USUARIO;VARCHAR2
AI_MESSAGES_HISTORY;MOSTRAR;VARCHAR2
AI_MESSAGES_HISTORY;ARQUIVO_NOME;VARCHAR2
AI_MESSAGES_HISTORY;ARQUIVO_TIPO;VARCHAR2
AI_MESSAGES_HISTORY;RESUMIDO;CHAR
AI_MESSAGES_HISTORY;TIPO;VARCHAR2
AI_MESSAGES_HISTORY;SESSION_ID;VARCHAR2
AI_MESSAGES_HISTORY;MSG_SEQ;NUMBER
AI_MESSAGES_HISTORY;ROLE;VARCHAR2
AI_METRICA_DEF;DT_ATUALIZACAO;TIMESTAMP(6)
AI_METRICA_DEF;USUARIO_ATUALIZACAO;VARCHAR2
AI_METRICA_DEF;ATIVO;CHAR
AI_METRICA_DEF;OBSERVACAO;VARCHAR2
AI_METRICA_DEF;ID;NUMBER
AI_METRICA_DEF;VIEW_OFICIAL;VARCHAR2
AI_METRICA_DEF;SINONIMOS;VARCHAR2
AI_METRICA_DEF;METRICA;VARCHAR2
AI_METRICA_DEF;CLIENT_ID;VARCHAR2
AI_METRICA_DEF;FORMULA_DESCRICAO;CLOB
AI_PROMPT_CONFIG;ID;NUMBER
AI_PROMPT_CONFIG;DT_ATUALIZACAO;TIMESTAMP(6)
AI_PROMPT_CONFIG;USUARIO_ATUALIZACAO;VARCHAR2
AI_PROMPT_CONFIG;ATIVO;CHAR
AI_PROMPT_CONFIG;ORDEM;NUMBER
AI_PROMPT_CONFIG;INSTRUCAO;CLOB
AI_PROMPT_CONFIG;ESCOPO;VARCHAR2
AI_PROMPT_CONFIG;PERFIL;VARCHAR2
AI_PROMPT_CONFIG;CLIENT_ID;VARCHAR2
AI_PROVIDER_CONFIG;ATIVO;CHAR
AI_PROVIDER_CONFIG;TEMPERATURE;NUMBER
AI_PROVIDER_CONFIG;MAX_TOKENS;NUMBER
AI_PROVIDER_CONFIG;MODEL;VARCHAR2
AI_PROVIDER_CONFIG;API_KEY;VARCHAR2
AI_PROVIDER_CONFIG;ENDPOINT;VARCHAR2
AI_PROVIDER_CONFIG;PROVIDER;VARCHAR2
AI_RAG_ACESSO;ID;NUMBER
AI_RAG_ACESSO;USUARIO;VARCHAR2
AI_RAG_ACESSO;CATEGORIA;VARCHAR2
AI_RAG_ACESSO;COD_EMPRESA;NUMBER
AI_RAG_ACESSO;FILIAL;NUMBER
AI_RAG_ACESSO;DT_CRIACAO;TIMESTAMP(6)
AI_RAG_ACESSO;SENSIBILIDADE_MAX;VARCHAR2
AI_RAG_ACESSO;SOMENTE_PROPRIOS;CHAR
AI_RAG_ACESSO;ATIVO;CHAR
AI_RAG_ACESSO;CRIADO_POR;VARCHAR2
AI_RAG_ACESSO;COD_CCUSTO;VARCHAR2
AI_RAG_ARQUIVO;ID;NUMBER
AI_RAG_ARQUIVO;DOMINIO;VARCHAR2
AI_RAG_ARQUIVO;TITULO;VARCHAR2
AI_RAG_ARQUIVO;DESCRICAO;VARCHAR2
AI_RAG_ARQUIVO;ARQUIVO;BLOB
AI_RAG_ARQUIVO;ARQUIVO_NOME;VARCHAR2
AI_RAG_ARQUIVO;MIME_TYPE;VARCHAR2
AI_RAG_ARQUIVO;HASH_ARQUIVO;VARCHAR2
AI_RAG_ARQUIVO;HASH_TEXTO;VARCHAR2
AI_RAG_ARQUIVO;COD_EMPRESA;NUMBER
AI_RAG_ARQUIVO;FILIAL;NUMBER
AI_RAG_ARQUIVO;COD_CCUSTO;VARCHAR2
AI_RAG_ARQUIVO;MATRICULA;NUMBER
AI_RAG_ARQUIVO;COMPETENCIA;VARCHAR2
AI_RAG_ARQUIVO;SENSIBILIDADE;VARCHAR2
AI_RAG_ARQUIVO;STATUS;VARCHAR2
AI_RAG_ARQUIVO;ERRO_MSG;VARCHAR2
AI_RAG_ARQUIVO;QTD_CHUNKS;NUMBER
AI_RAG_ARQUIVO;SERVICO_EMBEDDING;VARCHAR2
AI_RAG_ARQUIVO;CLIENT_ID;VARCHAR2
AI_RAG_ARQUIVO;TAM_CHUNK;NUMBER
AI_RAG_ARQUIVO;TAM_OVERLAP;NUMBER
AI_RAG_ARQUIVO;ATIVO;CHAR
AI_RAG_ARQUIVO;USUARIO_UPLOAD;VARCHAR2
AI_RAG_ARQUIVO;DT_UPLOAD;TIMESTAMP(6)
AI_RAG_ARQUIVO;DT_PROCESSADO;TIMESTAMP(6)
AI_RAG_ARQUIVO;OCR_SERVICO;VARCHAR2
AI_RAG_ARQUIVO;OCR_UTILIZADO;CHAR
AI_RAG_ARQUIVO;PERFIS;VARCHAR2
AI_RAG_CONSULTA_LOG;ID;NUMBER
AI_RAG_CONSULTA_LOG;DT;TIMESTAMP(6)
