TABLE_NAME;COLUMN_NAME;DATA_TYPE
COMANDO_SISTEMA_OPERACIONAL;ID_COPIA;VARCHAR2
COMITE_CARREIRA;DATA_FINAL;DATE
COMITE_CARREIRA;DATA_INICIAL;DATE
COMITE_CARREIRA;COD_EMPRESA;NUMBER
COMITE_CARREIRA;COD_AVALIACAO;VARCHAR2
COMITE_CARREIRA;TIPO_COMITE;VARCHAR2
COMITE_CARREIRA;NOME;VARCHAR2
COMITE_INTEGRANTES;DT_ATUALIZACAO;DATE
COMITE_INTEGRANTES;USUARIO;VARCHAR2
COMITE_INTEGRANTES;MATRICULA;NUMBER
COMITE_INTEGRANTES;DATA_FINAL;DATE
COMITE_INTEGRANTES;DATA_INICIAL;DATE
COMITE_INTEGRANTES;COD_EMPRESA;NUMBER
COMITE_INTEGRANTES;PAPEL;VARCHAR2
COMM_COMMENTS;CREATED_AT;TIMESTAMP(6)
COMM_COMMENTS;AUTHOR_USER_ID;VARCHAR2
COMM_COMMENTS;POST_ID;VARCHAR2
COMM_COMMENTS;ID;VARCHAR2
COMM_COMMENTS;TENANT_ID;RAW
COMM_COMMENTS;CONTENT;CLOB
COMM_COMMENTS;IS_DELETED;NUMBER
COMM_COMMENTS;PARENT_COMMENT_ID;VARCHAR2
COMM_POLL_OPTIONS;OPTION_TEXT;VARCHAR2
COMM_POLL_OPTIONS;POLL_ID;VARCHAR2
COMM_POLL_OPTIONS;ID;VARCHAR2
COMM_POLL_OPTIONS;DISPLAY_ORDER;NUMBER
COMM_POLL_OPTIONS;TENANT_ID;RAW
COMM_POLLS;ENDS_AT;TIMESTAMP(6)
COMM_POLLS;QUESTION;VARCHAR2
COMM_POLLS;POST_ID;VARCHAR2
COMM_POLLS;TENANT_ID;RAW
COMM_POLLS;ID;VARCHAR2
COMM_POLLS;ALLOW_MULTIPLE;NUMBER
COMM_POLL_VOTES;CREATED_AT;TIMESTAMP(6)
COMM_POLL_VOTES;OPTION_ID;VARCHAR2
COMM_POLL_VOTES;ID;VARCHAR2
COMM_POLL_VOTES;USER_ID;VARCHAR2
COMM_POLL_VOTES;TENANT_ID;RAW
COMM_POSTS;UPDATED_AT;TIMESTAMP(6)
COMM_POSTS;CREATED_AT;TIMESTAMP(6)
COMM_POSTS;PUBLISHED_AT;TIMESTAMP(6)
COMM_POSTS;STATUS;VARCHAR2
COMM_POSTS;ALLOW_REACTIONS;NUMBER
COMM_POSTS;ALLOW_COMMENTS;NUMBER
COMM_POSTS;IS_PINNED;NUMBER
COMM_POSTS;TARGET_DEPARTMENTS;CLOB
COMM_POSTS;TARGET_COMPANIES;CLOB
COMM_POSTS;VISIBILITY;VARCHAR2
COMM_POSTS;MEDIA_URLS;CLOB
COMM_POSTS;CONTENT;CLOB
COMM_POSTS;AUTHOR_USER_ID;VARCHAR2
COMM_POSTS;POST_TYPE;VARCHAR2
COMM_POSTS;TITLE;VARCHAR2
COMM_POSTS;ID;VARCHAR2
COMM_POSTS;TENANT_ID;RAW
COMM_REACTIONS;POST_ID;VARCHAR2
COMM_REACTIONS;ID;VARCHAR2
COMM_REACTIONS;TENANT_ID;RAW
COMM_REACTIONS;USER_ID;VARCHAR2
COMM_REACTIONS;REACTION_TYPE;VARCHAR2
COMM_REACTIONS;CREATED_AT;TIMESTAMP(6)
COMPANY_SUMMARY;COMPANY_HI;NUMBER
COMPANY_SUMMARY;COMPANY_AVG;NUMBER
COMPANY_SUMMARY;COMPANY_OLE;VARCHAR2
COMPANY_SUMMARY;INVEST_RISK;VARCHAR2
COMPANY_SUMMARY;COMPANY_DESC;VARCHAR2
COMPANY_SUMMARY;FILETYPE;VARCHAR2
COMPANY_SUMMARY;COMPANY_LOW;NUMBER
COMPANY_SUMMARY;REVENUE_TO_DATE;NUMBER
COMPANY_SUMMARY;COMPANY_LOCATION;VARCHAR2
COMPANY_SUMMARY;COMPANY_CEO;VARCHAR2
COMPANY_SUMMARY;COMPANY_NAME;VARCHAR2
COMPANY_SUMMARY;COMPANY_ID;NUMBER
COMPARA_SINDICATO;DC_MATRICULA;NUMBER
COMPARA_SINDICATO;MATRICULA;NUMBER
COMPARA_SINDICATO;REGISTRO;NUMBER
COMPARA_SINDICATO;SECAO;VARCHAR2
COMPARA_SINDICATO;DT_SINDICALIZACAO;DATE
COMPARA_SINDICATO;CODIGO_INTERNO;NUMBER
COMPARA_SINDICATO;CHAPA;NUMBER
COMPARA_SINDICATO;NOME_FUNC;VARCHAR2
COMPARA_SINDICATO;DT_NASC;DATE
COMPARA_SINDICATO;CGC;NUMBER
COMPENSACAO_TRIBUTOS;DT_APUR_FIM;DATE
COMPENSACAO_TRIBUTOS;DT_APUR_INIC;DATE
COMPENSACAO_TRIBUTOS;COD_RETENCAO_IR;NUMBER
COMPENSACAO_TRIBUTOS;DATA_REF;DATE
COMPENSACAO_TRIBUTOS;TIPO_RECOLHIMENTO;NUMBER
COMPENSACAO_TRIBUTOS;COD_FILIAL;NUMBER
COMPENSACAO_TRIBUTOS;DT_ATUALIZACAO;DATE
COMPENSACAO_TRIBUTOS;USUARIO;VARCHAR2
COMPENSACAO_TRIBUTOS;NR_PARC_COMP;NUMBER
COMPENSACAO_TRIBUTOS;DT_RECOLHIMENTO;DATE
COMPENSACAO_TRIBUTOS;DATA_REF_SALDO;DATE
COMPENSACAO_TRIBUTOS;SALDO;NUMBER
COMPENSACAO_TRIBUTOS;VALOR_PARCELA;NUMBER
COMPENSACAO_TRIBUTOS;VALOR_COMPENSAR;NUMBER
COMPENSACAO_TRIBUTOS;COD_EMPRESA;NUMBER
COMPENSACAO_TRIBUTOS;PERC_VLR_PRINCIPAL;NUMBER
COMPENSACAO_TRIBUTOS;QTD_PARCELAS;NUMBER
COMPONENTES_HIDRANTES;ESTADO_CONSERVACAO;VARCHAR2
COMPONENTES_HIDRANTES;DT_ATUALIZACAO;DATE
COMPONENTES_HIDRANTES;USUARIO;VARCHAR2
COMPONENTES_HIDRANTES;COD_EMPRESA;NUMBER
COMPONENTES_HIDRANTES;COD_HIDRANTE;NUMBER
COMPONENTES_HIDRANTES;COD_COMPONENTE;NUMBER
COMPONENTES_HIDRANTES;DESCRICAO;VARCHAR2
COMPONENTES_HIDRANTES;TIPO_MODELO;VARCHAR2
COMPONENTES_HIDRANTES;DIAMETRO;VARCHAR2
COMPONENTES_HIDRANTES;COMPRIMENTO;VARCHAR2
COMPONENTES_HIDRANTES;PRESSAO;VARCHAR2
COMPONENTES_HIDRANTES;VAZAO;VARCHAR2
COMPOSICAO_ITENS_COMPETENCIAS;USUARIO;VARCHAR2
COMPOSICAO_ITENS_COMPETENCIAS;COMPLEMENTO_TEXTO;VARCHAR2
COMPOSICAO_ITENS_COMPETENCIAS;TEXTO;VARCHAR2
COMPOSICAO_ITENS_COMPETENCIAS;COD_SUB_ITEM_AVAL_COMP;VARCHAR2
COMPOSICAO_ITENS_COMPETENCIAS;COD_ITEM_AVAL_COMP;VARCHAR2
COMPOSICAO_ITENS_COMPETENCIAS;DT_ATUALIZACAO;DATE
COMPOSICAO_MEDIAS;DT_ATUALIZACAO;DATE
COMPOSICAO_MEDIAS;USUARIO;VARCHAR2
COMPOSICAO_MEDIAS;COD_OCORR;NUMBER
COMPOSICAO_MEDIAS;COD_SINDICATO;NUMBER
COMPOSICAO_MEDIAS;COD_EMPRESA;NUMBER
COMPOSICAO_MEDIAS;ID_MEDIAS_SINDICATOS;NUMBER
CONCEITO;COD_PTO_FX_POTENCIAL;VARCHAR2
CONCEITO;DT_VIGENCIA;DATE
CONCEITO;DT_ATUALIZACAO;DATE
CONCEITO;USUARIO;VARCHAR2
CONCEITO;CONCEITO_TERMINO;NUMBER
CONCEITO;CONCEITO_INICIO;NUMBER
CONCEITO;DS_CONCEITO;VARCHAR2
CONCEITO;COD_CONCEITO;VARCHAR2
CONCLASS;NOTES;VARCHAR2
CONCLASS;CCAP;NUMBER
CONCLASS;TEU;NUMBER
CONCLASS;GWL;NUMBER
CONCLASS;TWL;NUMBER
CONCLASS;HTI;NUMBER
CONCLASS;HTF;NUMBER
CONCLASS;CLASSID;NUMBER
CONDICAO_INSEGURA;USUARIO;VARCHAR2
CONDICAO_INSEGURA;DT_ATUALIZACAO;DATE
CONDICAO_INSEGURA;COD_CONDICAO_INSEGURA;VARCHAR2
CONDICAO_INSEGURA;DESCRICAO;VARCHAR2
CONDICAO_WORKFLOW;DESCRICAO_CONDICAO;VARCHAR2
CONDICAO_WORKFLOW;COD_CONDICAO;NUMBER
CONDICAO_WORKFLOW;TIPO_REQUISICAO;NUMBER
CONDICAO_WORKFLOW;USUARIO;VARCHAR2
CONDICAO_WORKFLOW;DT_ULT_ATLZ;DATE
CONDICOES_DEPENDENCIA;DT_ATUALIZACAO;DATE
CONDICOES_DEPENDENCIA;USUARIO;VARCHAR2
CONDICOES_DEPENDENCIA;COND_DEPEND;VARCHAR2
CONDICOES_DEPENDENCIA;DESCRICAO;VARCHAR2
CONFIG_MAIL_ALTERADO;COD_EMPRESA;NUMBER
CONFIG_RECONHECIMENTO_FACIAL;URL_BASE;VARCHAR2
CONFIG_RECONHECIMENTO_FACIAL;SUBSCRIPTION_KEY;VARCHAR2
CONFIG_RECONHECIMENTO_FACIAL;WALLET_PATH;VARCHAR2
CONFIG_RECONHECIMENTO_FACIAL;WALLET_PWD;VARCHAR2
CONFIG_RECONHECIMENTO_FACIAL;GRUPO_ID;VARCHAR2
CONFIG_RECONHECIMENTO_FACIAL;SERVICO;VARCHAR2
CONFIG_RECONHECIMENTO_FACIAL;GRUPO;VARCHAR2
CONFIGURACOES;IDIOMA_PADRAO;NUMBER
CONFIGURACOES;NOME_LOGOTIPO;VARCHAR2
CONFIGURACOES;CAMINHO_WEB;VARCHAR2
CONFIGURACOES;QT_REPETE_SENHA;NUMBER
CONFIGURACOES;TIPO_QUADRO_PESSOAL;VARCHAR2
CONFIGURACOES;UTILIZA_QUADRO_PESSOAL;VARCHAR2
CONFIGURACOES;UTILIZA_FOLLOWME;VARCHAR2
CONFIGURACOES;CAMINHO_APLIC_EMAIL;VARCHAR2
CONFIGURACOES;CAMINHO_WEB_ENTRADA;VARCHAR2
CONFIGURACOES;UTILIZA_EVENTO_PERFIL;VARCHAR2
CONFIGURACOES;CAMINHO_FOTO;VARCHAR2
CONFIGURACOES;TIPO_FOTO;VARCHAR2
CONFIGURACOES;CAMINHO_EXECUTAVEL;VARCHAR2
CONFIGURACOES;OBSERVACOES;VARCHAR2
CONFIGURACOES;QTDE_DIAS_EXPIRA_SENHA;NUMBER
CONFIGURACOES;DIAS_AVISO_USUARIO_EXP_SENHA;NUMBER
CONFIGURACOES;URL_ARQUIVOS;VARCHAR2
CONFIGURACOES;CAMINHO_PAPERLESS;VARCHAR2
CONFIGURACOES;IP_IAS_AUTOM;VARCHAR2
CONFIGURACOES;IP_IAS;VARCHAR2
CONFIGURACOES;VER11G_ALIAS;VARCHAR2
CONFIGURACOES;VER11G_REP_SERVER;VARCHAR2
CONFIGURACOES;VER11G_CAMINHO_RDF;VARCHAR2
CONFIGURACOES;VER11G_CAMINHO_ARQ_REP;VARCHAR2
CONFIGURACOES;URL_UPLOAD;VARCHAR2
CONFIGURACOES;COD_TIPO_CONSULTA_ENCAMINHAR;VARCHAR2
CONFIGURACOES;CAMINHO_RELATORIO_REDE;VARCHAR2
CONFIGURACOES;CLIENTE_TAB_EXT;VARCHAR2
CONFIGURACOES;UPLOAD_LINK;VARCHAR2
CONFIGURACOES;UPLOAD_URL;VARCHAR2
CONFIGURACOES;UPLOAD_CAMINHO;VARCHAR2
CONFIGURACOES;ESTRUTURA_DIRF;VARCHAR2
CONFIGURACOES;TIPO_ACESSO_SISTEMA;VARCHAR2
CONFIGURACOES;QTD_MESES_EXCL_MOVTO;NUMBER
CONFIGURACOES;TAB_COD_MOV_SEFIP;VARCHAR2
CONFIGURACOES;RETORNO_AFAST_AUTOMATICO;VARCHAR2
CONFIGURACOES;VALIDA_QTDE_CARGO_QUADRO;VARCHAR2
CONFIGURACOES;CONSIDERA_PDF_QUADRO;VARCHAR2
CONFIGURACOES;BOTOES_REQ_PESSOAL;VARCHAR2
CONFIGURACOES;HABILITA_SALARIO;VARCHAR2
CONFIGURACOES;IND_ESTR_CARGO_SAL;VARCHAR2
CONFIGURACOES;QTD_DIAS_SUSPENSAO;NUMBER
CONFIGURACOES;MOVIMENTA_MESMA_VAGA;VARCHAR2
CONFIGURACOES;UTILIZA_UNID_NEG_APROV;VARCHAR2
CONFIGURACOES;IND_CARGO_LOCAL;VARCHAR2
CONFIGURACOES;RETORNO_ANTECIP_CALCULO;VARCHAR2
CONFIGURACOES;CONTATO_CAGED;VARCHAR2
CONFIGURACOES;EMAIL_CONTATO_CAGED;VARCHAR2
CONFIGURACOES;CPF_CONTATO_CAGED;NUMBER
CONFIGURACOES;DC_CPF_CONTATO_CAGED;NUMBER
CONFIGURACOES;COD_EMPRESA_SELECAO;NUMBER
CONFIGURACOES;REQUER_SENHA_APROVACAO;VARCHAR2
CONFIGURACOES;CANC_REQ_CALC_FERIAS;VARCHAR2
CONFIGURACOES;APEX_CAMINHO_REPORT;VARCHAR2
CONFIGURACOES;PLANO_MEDICO_DIRF;NUMBER
CONFIGURACOES;CAMINHO_UTL_CARGA;VARCHAR2
CONFIGURACOES;FLG_ATLZ_VAGA_INF_FUNC;VARCHAR2
CONFIGURACOES;VALIDA_QTDE_QUADRO;VARCHAR2
CONFIGURACOES;UPLOAD_CARTA_DESLIG;VARCHAR2
CONFIGURACOES;PARCELA_ALT_SAL;VARCHAR2
CONFIGURACOES;RESCISAO_MES_DISSIDIO;VARCHAR2
CONFIGURACOES;DATASOURCE_REPORTS;VARCHAR2
CONFIGURACOES;LOGIN_ESQUECI_SENHA;VARCHAR2
CONFIGURACOES;LOGIN_ALTERAR_SENHA;VARCHAR2
CONFIGURACOES;VALIDA_POSSUI_SOCIO;VARCHAR2
CONFIGURACOES;URL_APEX;VARCHAR2
CONFIGURACOES;ENVIAR_SMS;VARCHAR2
CONFIGURACOES;IND_LOCAL_CCUSTO;VARCHAR2
CONFIGURACOES;PS_CAND_PRE_CADASTRO;VARCHAR2
CONFIGURACOES;LEIAUTE_NOVO;VARCHAR2
CONFIGURACOES;PG_PERFIL_UNICO;VARCHAR2
CONFIGURACOES;QTD_CALC_SIMULTANEO;NUMBER
CONFIGURACOES;PER_ALT_DADOS_FUNC;VARCHAR2
CONFIGURACOES;PER_ALT_DADOS_CAND;VARCHAR2
CONFIGURACOES;DUPLO_FATOR_AUTENTICACAO;VARCHAR2
CONFIGURACOES;QTD_CALC_SIMULTANEO_PONTO;NUMBER
CONFIGURACOES;URL_PORTAIS;VARCHAR2
CONFIGURACOES;QUATRO_DIGITOS_OCORR;VARCHAR2
CONFIGURACOES;PONTO_JORNADA_EMPRESA;VARCHAR2
CONFIGURACOES;LOGIN_REC_FACIAL;VARCHAR2
CONFIGURACOES;LOGIN_REC_FACIAL_COLAB;VARCHAR2
CONFIGURACOES;COD_EMPRESAS;VARCHAR2
CONFIGURACOES;LOGO;BLOB
CONFIGURACOES;LOGO_NOME;VARCHAR2
CONFIGURACOES;LOGO_MIMETYPE;VARCHAR2
CONFIGURACOES;LOGO_CHARSET;VARCHAR2
CONFIGURACOES;NOME_BASE;VARCHAR2
CONFIGURACOES;UTILIZA_CADASTRO_PLANO_MEDICO;VARCHAR2
CONFIGURACOES;CONTROLADA_REQ_PESSOAL;VARCHAR2
CONFIGURACOES;EXIBE_BOTAO_PAPERLESS;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;TENANCY_OCID;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;USER_OCID;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;KEY_FINGERPRINT;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;REGION;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;NAMESPACE;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;WALLET_PATH;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;PAGE_VISUALIZACAO;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;PRIVATE_KEY_DIR;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;PRIVATE_KEY_FILE;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;PRIVATE_KEY_TEXT;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;BUCKET;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;APP_VISUALIZACAO;VARCHAR2
CONFIGURACOES_ORACLE_CLOUD;WALLET_PASS;VARCHAR2
CONHECENDO_VOCE;BAIRRO;VARCHAR2
CONHECENDO_VOCE;COMPLEMENTO_ENDERECO;VARCHAR2
CONHECENDO_VOCE;COMPLEMENTO_CEP;NUMBER
CONHECENDO_VOCE;DDD;VARCHAR2
CONHECENDO_VOCE;TELEFONE;NUMBER
CONHECENDO_VOCE;CIDADE;VARCHAR2
CONHECENDO_VOCE;UF;VARCHAR2
CONHECENDO_VOCE;E_MAIL;VARCHAR2
CONHECENDO_VOCE;CNH;NUMBER
CONHECENDO_VOCE;DT_EMISSAO_CNH;DATE
CONHECENDO_VOCE;DT_VALID_CNH;DATE
CONHECENDO_VOCE;CATEGORIA_CNH;VARCHAR2
CONHECENDO_VOCE;UF_CNH;VARCHAR2
CONHECENDO_VOCE;NUM_REGISTRO;VARCHAR2
CONHECENDO_VOCE;NOME_FUNCAO_REG;VARCHAR2
CONHECENDO_VOCE;SIGLA_CONS_REG;NUMBER
CONHECENDO_VOCE;COD_INSTRUCAO;VARCHAR2
CONHECENDO_VOCE;FORMACAO_ESCOLAR1;VARCHAR2
CONHECENDO_VOCE;FORMACAO_ESCOLAR2;VARCHAR2
CONHECENDO_VOCE;FORMACAO_ESCOLAR3;VARCHAR2
CONHECENDO_VOCE;FORMACAO_ESCOLAR_PRINCIPAL;VARCHAR2
CONHECENDO_VOCE;TITULACAO1;VARCHAR2
CONHECENDO_VOCE;TITULACAO2;VARCHAR2
CONHECENDO_VOCE;TITULACAO3;VARCHAR2
CONHECENDO_VOCE;TITULACAO_PRINCIPAL;VARCHAR2
CONHECENDO_VOCE;OUTRA_FORMACAO_ESCOLAR;VARCHAR2
CONHECENDO_VOCE;OUTRA_TITULACAO;VARCHAR2
CONHECENDO_VOCE;IDIOMA1;VARCHAR2
CONHECENDO_VOCE;IDIOMA2;VARCHAR2
CONHECENDO_VOCE;IDIOMA3;VARCHAR2
CONHECENDO_VOCE;NIVEL_CONH_IDIOMA1;VARCHAR2
CONHECENDO_VOCE;NIVEL_CONH_IDIOMA2;VARCHAR2
CONHECENDO_VOCE;NIVEL_CONH_IDIOMA3;VARCHAR2
CONHECENDO_VOCE;OUTRO_IDIOMA;VARCHAR2
CONHECENDO_VOCE;OUTRO_CONHEC_INFORMATICA;VARCHAR2
CONHECENDO_VOCE;AREA_INTERESSE1;NUMBER
CONHECENDO_VOCE;AREA_INTERESSE2;NUMBER
CONHECENDO_VOCE;AREA_INTERESSE3;NUMBER
CONHECENDO_VOCE;OUTRA_AREA_INTERESSE;VARCHAR2
CONHECENDO_VOCE;INTERESSE_INSTRUTOR;VARCHAR2
CONHECENDO_VOCE;INFORMACOES_ADICIONAIS;VARCHAR2
CONHECENDO_VOCE;DDD_CELL;VARCHAR2
CONHECENDO_VOCE;TELEFONE_CELULAR;NUMBER
CONHECENDO_VOCE;COD_EMPRESA;NUMBER
CONHECENDO_VOCE;MATRICULA;NUMBER
CONHECENDO_VOCE;NOME_FUNCIONARIO;VARCHAR2
CONHECENDO_VOCE;ESTADO_CIVIL;VARCHAR2
CONHECENDO_VOCE;ENDERECO;VARCHAR2
CONHECENDO_VOCE;NUMERO_ENDERECO;NUMBER
CONHECENDO_VOCE;CEP;NUMBER
CONHECIMENTO_REQ_PESSOAL;EXIGE;VARCHAR2
CONHECIMENTO_REQ_PESSOAL;NIVEL;NUMBER
CONHECIMENTO_REQ_PESSOAL;NOME;VARCHAR2
CONHECIMENTO_REQ_PESSOAL;COD_REQ;NUMBER
CONHECIMENTO_REQ_PESSOAL;SEQ;NUMBER
CONHECIMENTO_REQ_VAGA;EXIGE;VARCHAR2
CONHECIMENTO_REQ_VAGA;NIVEL;NUMBER
CONHECIMENTO_REQ_VAGA;NOME;VARCHAR2
CONHECIMENTO_REQ_VAGA;COD_REQ;NUMBER
CONHECIMENTO_REQ_VAGA;SEQ;NUMBER
CONHEC_VOCE_CURSOS_REALIZADOS;COD_EMPRESA;NUMBER
CONHEC_VOCE_CURSOS_REALIZADOS;MATRICULA;NUMBER
CONHEC_VOCE_CURSOS_REALIZADOS;DATA_REALIZACAO;DATE
CONHEC_VOCE_CURSOS_REALIZADOS;INSTITUICAO;VARCHAR2
CONHEC_VOCE_CURSOS_REALIZADOS;CARGA_HORARIA;VARCHAR2
CONHEC_VOCE_CURSOS_REALIZADOS;COD_CURSO_REALIZADO;VARCHAR2
CONHEC_VOCE_EXPERIENCIA_PROF;NOME_EMPRESA_EXPERIENCIA;VARCHAR2
CONHEC_VOCE_EXPERIENCIA_PROF;CARGO;VARCHAR2
CONHEC_VOCE_EXPERIENCIA_PROF;DATA_ENTRADA;DATE
CONHEC_VOCE_EXPERIENCIA_PROF;DATA_SAIDA;DATE
CONHEC_VOCE_EXPERIENCIA_PROF;ATIVIDADES;VARCHAR2
CONHEC_VOCE_EXPERIENCIA_PROF;COD_EMPRESA;NUMBER
CONHEC_VOCE_EXPERIENCIA_PROF;MATRICULA;NUMBER
CONLABEL;KEY;VARCHAR2
CONLABEL;TITLE;VARCHAR2
CONS_CONDUTA;USUARIO;VARCHAR2
CONS_CONDUTA;TEXTO;LONG
CONS_CONDUTA;COD_CONS_CONDUTA;NUMBER
CONS_CONDUTA;SEQ_CONS_CONDUTA;NUMBER
CONS_CONDUTA;DT_ATUALIZACAO;DATE
CONS_DIAGNO;USUARIO;VARCHAR2
CONS_DIAGNO;DT_ATUALIZACAO;DATE
CONS_DIAGNO;TEXTO;VARCHAR2
CONS_DIAGNO;COD_CONS_DIAGNO;NUMBER
CONS_DIAGNO;SEQ_CONS_DIAGNO;NUMBER
CONS_DIAGNO;HIGIDO;VARCHAR2
CONSELHO_REGIONAL;DDD_TELEFONE;NUMBER
CONSELHO_REGIONAL;DC_CNPJ;NUMBER
CONSELHO_REGIONAL;CNPJ;NUMBER
CONSELHO_REGIONAL;COMPLEMENTO;VARCHAR2
CONSELHO_REGIONAL;NUMERO;NUMBER
CONSELHO_REGIONAL;TELEFONE;NUMBER
CONSELHO_REGIONAL;DDD_FAX;NUMBER
CONSELHO_REGIONAL;FAX;NUMBER
CONSELHO_REGIONAL;ENDERECO;VARCHAR2
CONSELHO_REGIONAL;EMAIL;VARCHAR2
CONSELHO_REGIONAL;AREA_CONSELHO;VARCHAR2
CONSELHO_REGIONAL;NOME_REDUZ;VARCHAR2
CONSELHO_REGIONAL;OCUPACIONAL;VARCHAR2
CONSELHO_REGIONAL;SIGLA;VARCHAR2
CONSELHO_REGIONAL;NOME;VARCHAR2
CONSELHO_REGIONAL;NUM_ORDEM;NUMBER
CONSELHO_REGIONAL;SITE;VARCHAR2
CONSOLIDACAO_OCORRENCIAS;COD_OCORR;NUMBER
CONSOLIDACAO_OCORRENCIAS;COD_REGIONAL;NUMBER
CONSOLIDACAO_OCORRENCIAS;TOT_MIN;NUMBER
CONSOLIDACAO_OCORRENCIAS;TOT_HORAS;NUMBER
CONSOLIDACAO_OCORRENCIAS;FILIAL;NUMBER
CONSOLIDACAO_OCORRENCIAS;DATA_REF;DATE
CONSOLIDACAO_OCORRENCIAS;TOT_VALOR;NUMBER
CONSOLIDACAO_OCORRENCIAS;COD_CCUSTO;NUMBER
CONSOLIDACAO_OCORRENCIAS;COD_EMPRESA;NUMBER
CONSOLIDACAO_OCORRENCIAS;COD_DIVISAO;NUMBER
CONSOLIDACAO_OCORRENCIAS;QTDE_FUNC;NUMBER
CONSOLIDA_OCORR;NOME_OCORRENCIA;VARCHAR2
CONSOLIDA_OCORR;UNIDADE1;NUMBER
CONSOLIDA_OCORR;UNIDADE2;NUMBER
CONSOLIDA_OCORR;VALOR;NUMBER
CONSOLIDA_OCORR;COD_OCORR;NUMBER
CONSOLIDA_OCORR;SEQUENCIA;VARCHAR2
CONSOLIDA_OCORR;TIPO_REGISTRO;NUMBER
CONSOLIDA_OCORR;COD_EMPRESA;NUMBER
CONSOLIDA_OCORR;INCID_LIQ;VARCHAR2
CONS_REGIONAL_PROV;COD_EMPRESA;NUMBER
CONS_REGIONAL_PROV;MATRICULA;NUMBER
CONS_REGIONAL_PROV;SIGLA_CONS_REG;NUMBER
CONS_REGIONAL_PROV;NUM_REGISTRO;VARCHAR2
CONS_REGIONAL_PROV;DAT_VALIDADE;DATE
CONS_REGIONAL_PROV;REGIAO_CONS;VARCHAR2
CONS_REL_PACIENTE;SEQ_CONS_REL_PACIENTE;NUMBER
CONS_REL_PACIENTE;USUARIO;VARCHAR2
CONS_REL_PACIENTE;DT_ATUALIZACAO;DATE
CONS_REL_PACIENTE;EXAME_FISICO;VARCHAR2
CONS_REL_PACIENTE;TEXTO;LONG
CONS_REL_PACIENTE;COD_CONS_REL_PACIENTE;NUMBER
CONSTITUICAO_CIPA;DT_FIM_CIPA;DATE
CONSTITUICAO_CIPA;DT_COMUNIC_CIPA_SINDICATO;DATE
CONSTITUICAO_CIPA;DT_FORMACAO_COMIS_ELEITORAL;DATE
CONSTITUICAO_CIPA;DT_INSCR_ELEICAO_CIPA;DATE
CONSTITUICAO_CIPA;DT_LISTA_INSCR_CANDIDATOS;DATE
CONSTITUICAO_CIPA;DT_EDITAL_CANDIDATOS;DATE
CONSTITUICAO_CIPA;DT_ATA_ELEICAO_CIPA;DATE
CONSTITUICAO_CIPA;DT_APURACAO_VOTOS;DATE
CONSTITUICAO_CIPA;DT_ATA_INST_POSSE_CIPA;DATE
CONSTITUICAO_CIPA;DT_CALEND_ANUAL_REUN_ORDIN;DATE
CONSTITUICAO_CIPA;DT_REQUERIMENTO_CIPA;DATE
CONSTITUICAO_CIPA;DT_PROT_DOCUM_MT;DATE
CONSTITUICAO_CIPA;GRUPO_NR5;VARCHAR2
CONSTITUICAO_CIPA;QTD_FUNC_CAGED;NUMBER
CONSTITUICAO_CIPA;QTD_FUNC_MIN;NUMBER
CONSTITUICAO_CIPA;QTD_VOTOS_BRANCOS;NUMBER
CONSTITUICAO_CIPA;QTD_VOTOS_NULOS;NUMBER
CONSTITUICAO_CIPA;QTD_ELEITORES;NUMBER
CONSTITUICAO_CIPA;HORA_INICIO_ELEICAO;VARCHAR2
CONSTITUICAO_CIPA;HORA_FIM_ELEICAO;VARCHAR2
CONSTITUICAO_CIPA;PRESIDENTE_MESA;VARCHAR2
CONSTITUICAO_CIPA;MESARIO;VARCHAR2
CONSTITUICAO_CIPA;SECRETARIO;VARCHAR2
CONSTITUICAO_CIPA;CONVIDADO1;VARCHAR2
CONSTITUICAO_CIPA;CONVIDADO2;VARCHAR2
CONSTITUICAO_CIPA;DT_ATUALIZACAO;DATE
CONSTITUICAO_CIPA;USUARIO;VARCHAR2
CONSTITUICAO_CIPA;COD_EMPRESA;NUMBER
CONSTITUICAO_CIPA;COD_FILIAL;NUMBER
CONSTITUICAO_CIPA;COD_CIPA;NUMBER
CONSTITUICAO_CIPA;DT_INI_CIPA;DATE
CONSTITUICAO_CIPA;QTD_CAGED_ELEICAO;NUMBER
CONSTITUICAO_CIPA;QTDE_EFETIVOS;NUMBER
CONSTITUICAO_CIPA;QTDE_SUPLENTES;NUMBER
CONSTITUICAO_CIPA;QTDE_DIAS_PROR_APROV;NUMBER
CONSTITUICAO_CIPA;DT_ELEICAO_CIPA;DATE
